throughput,thermal_load,power_usage,storage_health,cooling_efficiency,material_availability,deadline_pressure,maintenance_health,machine_health,inventory_level,defect_rate,line_utilization,energy_cost,severity
100,72,86,91,88,93,71,87,90,41,5,70,50,WARNING
66,93,68,91,72,93,40,87,90,75,21,70,50,WARNING
100,72,93,91,88,93,89,87,90,34,5,70,60,WARNING
84,79,80,91,88,93,40,87,82,75,5,70,58,WARNING
69,72,68,91,88,63,40,87,90,55,5,70,50,NORMAL
87,72,73,91,88,93,51,87,90,64,5,70,50,NORMAL
84,63,68,91,92,93,40,87,90,75,2,70,50,NORMAL
84,72,57,91,88,93,19,87,90,75,5,58,50,NORMAL
84,73,68,91,87,93,40,87,90,75,6,70,50,NORMAL
84,63,68,91,93,93,40,87,90,75,5,70,50,NORMAL
84,73,70,91,88,93,40,87,88,75,5,70,52,NORMAL
60,72,68,91,88,54,40,87,90,48,5,70,50,NORMAL
84,94,100,91,88,93,40,87,68,75,10,70,88,CRITICAL
84,72,67,91,88,93,36,87,90,75,5,66,50,NORMAL
84,72,67,91,88,93,38,87,90,75,5,69,50,NORMAL
76,72,68,91,88,69,40,87,90,62,5,70,50,NORMAL
57,72,68,91,88,45,40,87,90,32,5,70,50,NORMAL
100,72,81,91,88,93,66,87,90,49,5,70,50,WARNING
68,87,68,91,74,93,40,87,90,75,22,70,50,WARNING
99,72,85,91,88,93,64,87,90,55,5,70,50,WARNING
100,72,83,91,88,93,77,87,90,54,5,70,50,WARNING
100,72,79,91,88,93,82,87,90,34,5,70,60,NORMAL
69,72,68,91,88,68,40,87,90,47,5,70,50,NORMAL
84,73,71,91,88,93,40,87,88,75,5,70,53,NORMAL
84,63,68,91,92,93,40,87,90,75,4,70,50,NORMAL
84,69,68,91,92,93,40,87,90,75,4,70,50,NORMAL
94,72,80,91,88,93,66,87,90,59,5,70,50,NORMAL
100,72,86,91,88,93,89,87,90,54,5,70,60,WARNING
84,61,68,91,97,93,40,87,90,75,3,70,50,NORMAL
73,82,68,91,79,93,40,87,90,75,15,70,50,WARNING
81,81,68,91,83,93,40,87,90,75,18,70,50,WARNING
82,72,85,91,88,93,91,87,90,26,5,70,60,WARNING
61,100,68,91,65,93,40,87,90,75,23,70,50,WARNING
44,72,68,91,88,37,40,87,90,43,5,70,50,WARNING
98,72,79,91,88,93,56,87,90,64,5,70,50,NORMAL
84,72,62,91,88,93,9,87,90,75,5,51,50,NORMAL
78,72,68,91,88,77,40,87,90,62,5,70,50,NORMAL
93,72,75,91,88,93,65,87,90,64,5,70,50,NORMAL
84,77,80,91,88,93,40,87,80,75,5,70,59,WARNING
84,72,62,91,88,93,32,87,90,75,5,65,50,NORMAL
84,72,64,91,88,93,22,87,90,75,5,62,50,NORMAL
57,100,68,91,59,93,40,87,90,75,31,70,50,WARNING
77,72,68,91,88,79,40,87,90,64,5,70,50,NORMAL
84,72,63,91,88,93,29,87,90,75,5,63,50,NORMAL
84,72,39,91,88,93,0,87,90,75,5,31,50,NORMAL
84,35,68,91,100,93,40,87,90,75,3,70,50,NORMAL
96,72,82,91,88,93,60,87,90,59,5,70,50,WARNING
100,72,83,91,88,93,83,87,90,39,5,70,60,WARNING
84,48,68,91,100,93,40,87,90,75,1,70,50,NORMAL
94,72,77,91,88,93,64,87,90,65,5,70,50,NORMAL
84,50,68,91,100,93,40,87,90,75,0,70,50,NORMAL
85,72,69,91,88,93,42,87,90,73,5,70,50,NORMAL
100,72,78,91,88,93,72,87,90,58,5,70,50,NORMAL
84,83,87,91,88,93,40,87,81,75,10,70,69,CRITICAL
84,50,68,91,97,93,40,87,90,75,2,70,50,NORMAL
60,96,68,91,70,93,40,87,90,75,40,70,50,WARNING
74,88,68,91,72,93,40,87,90,75,17,70,50,WARNING
84,78,78,91,88,93,40,87,83,75,5,70,60,WARNING
72,72,68,91,88,66,40,87,90,60,5,70,50,NORMAL
57,96,68,91,77,93,40,87,90,75,26,70,50,WARNING
84,72,56,91,88,93,13,87,90,75,5,47,50,NORMAL
84,83,95,91,88,93,40,87,74,75,10,70,82,CRITICAL
84,67,68,91,93,93,40,87,90,75,4,70,50,NORMAL
84,77,76,91,88,93,40,87,88,75,5,70,55,NORMAL
51,72,68,91,88,30,40,87,90,30,5,70,50,WARNING
57,72,68,91,88,56,40,87,90,51,5,70,50,NORMAL
84,72,64,91,88,93,28,87,90,75,5,60,50,NORMAL
84,33,68,91,100,93,40,87,90,75,0,70,50,NORMAL
80,72,68,91,88,86,40,87,90,69,5,70,50,NORMAL
83,75,68,91,86,93,40,87,90,75,6,70,50,NORMAL
91,72,74,91,88,93,48,87,90,62,5,70,50,NORMAL
84,54,68,91,97,93,40,87,90,75,1,70,50,NORMAL
100,72,82,91,88,93,68,87,90,53,5,70,50,WARNING
84,72,56,91,88,93,16,87,90,75,5,56,50,NORMAL
64,72,68,91,88,62,40,87,90,53,5,70,50,NORMAL
84,60,68,91,91,93,40,87,90,75,5,70,50,NORMAL
75,72,68,91,88,67,40,87,90,54,5,70,50,NORMAL
84,74,72,91,88,93,40,87,89,75,5,70,53,NORMAL
70,72,68,91,88,56,40,87,90,48,5,70,50,NORMAL
75,81,68,91,79,93,40,87,90,75,19,70,50,WARNING
84,50,68,91,93,93,40,87,90,75,0,70,50,NORMAL
60,93,68,91,67,93,40,87,90,75,24,70,50,WARNING
84,72,56,91,88,93,2,87,90,75,5,51,50,NORMAL
62,100,68,91,68,93,40,87,90,75,30,70,50,WARNING
84,53,68,91,96,93,40,87,90,75,4,70,50,NORMAL
85,72,69,91,88,93,41,87,90,73,5,70,50,NORMAL
84,54,68,91,100,93,40,87,90,75,0,70,50,NORMAL
80,72,68,91,88,82,40,87,90,68,5,70,50,NORMAL
72,72,68,91,88,62,40,87,90,48,5,70,50,NORMAL
76,80,68,91,81,93,40,87,90,75,10,70,50,NORMAL
84,77,83,91,88,93,40,87,85,75,5,70,58,WARNING
91,72,72,91,88,93,51,87,90,64,5,70,50,NORMAL
86,72,72,91,88,93,46,87,90,66,5,70,50,NORMAL
84,52,68,91,100,93,40,87,90,75,2,70,50,NORMAL
80,77,68,91,83,93,40,87,90,75,8,70,50,NORMAL
66,72,68,91,88,63,40,87,90,50,5,70,50,NORMAL
78,72,68,91,88,78,40,87,90,59,5,70,50,NORMAL
84,69,68,91,90,93,40,87,90,75,5,70,50,NORMAL
47,72,68,91,88,46,40,87,90,45,5,70,50,NORMAL
84,46,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,67,68,91,93,93,40,87,90,75,4,70,50,NORMAL
56,72,68,91,88,55,40,87,90,33,5,70,50,NORMAL
100,72,87,91,88,93,82,87,90,58,5,70,60,WARNING
84,49,68,91,100,93,40,87,90,75,0,70,50,NORMAL
78,72,68,91,88,78,40,87,90,61,5,70,50,NORMAL
72,72,68,91,88,75,40,87,90,65,5,70,50,NORMAL
63,92,68,91,76,93,40,87,90,75,26,70,50,WARNING
74,72,68,91,88,76,40,87,90,64,5,70,50,NORMAL
84,88,100,91,88,93,40,87,64,75,10,70,74,CRITICAL
84,69,68,91,89,93,40,87,90,75,4,70,50,NORMAL
81,79,68,91,83,93,40,87,90,75,12,70,50,NORMAL
57,100,68,91,71,93,40,87,90,75,29,70,50,WARNING
76,72,68,91,88,82,40,87,90,64,5,70,50,NORMAL
84,66,68,91,92,93,40,87,90,75,3,70,50,NORMAL
90,72,80,91,88,93,83,87,90,28,5,70,60,WARNING
84,96,100,91,88,93,40,87,78,75,10,70,79,CRITICAL
96,72,79,91,88,93,71,87,90,59,5,70,50,NORMAL
84,72,67,91,88,93,34,87,90,75,5,64,50,NORMAL
94,72,80,91,88,93,63,87,90,58,5,70,50,NORMAL
84,79,86,91,88,93,40,87,80,75,5,70,65,WARNING
76,80,68,91,77,93,40,87,90,75,13,70,50,NORMAL
84,76,80,91,88,93,40,87,88,75,5,70,55,WARNING
64,72,68,91,88,43,40,87,90,34,5,70,50,NORMAL
82,76,68,91,83,93,40,87,90,75,11,70,50,NORMAL
95,72,73,91,88,93,54,87,90,64,5,70,50,NORMAL
100,72,81,91,88,93,93,87,90,36,5,70,60,WARNING
68,72,68,91,88,71,40,87,90,55,5,70,50,NORMAL
74,88,68,91,73,93,40,87,90,75,20,70,50,WARNING
79,72,68,91,88,83,40,87,90,71,5,70,50,NORMAL
85,72,69,91,88,93,43,87,90,72,5,70,50,NORMAL
65,88,68,91,78,93,40,87,90,75,21,70,50,WARNING
69,82,68,91,79,93,40,87,90,75,25,70,50,WARNING
84,54,68,91,100,93,40,87,90,75,2,70,50,NORMAL
84,72,51,91,88,93,16,87,90,75,5,47,50,NORMAL
68,88,68,91,79,93,40,87,90,75,27,70,50,WARNING
80,72,68,91,88,84,40,87,90,69,5,70,50,NORMAL
67,90,68,91,77,93,40,87,90,75,28,70,50,WARNING
84,87,94,91,88,93,40,87,77,75,10,70,70,CRITICAL
55,100,68,91,67,93,40,87,90,75,28,70,50,WARNING
84,95,100,91,88,93,40,87,67,75,10,70,89,CRITICAL
84,81,89,91,88,93,40,87,80,75,10,70,61,CRITICAL
84,72,44,91,88,93,6,87,90,75,5,50,50,NORMAL
84,72,53,91,88,93,16,87,90,75,5,51,50,NORMAL
69,91,68,91,69,93,40,87,90,75,18,70,50,WARNING
84,74,68,91,87,93,40,87,90,75,7,70,50,NORMAL
76,72,68,91,88,76,40,87,90,61,5,70,50,NORMAL
79,72,68,91,88,74,40,87,90,59,5,70,50,NORMAL
77,72,68,91,88,81,40,87,90,64,5,70,50,NORMAL
84,57,68,91,97,93,40,87,90,75,0,70,50,NORMAL
96,72,78,91,88,93,56,87,90,49,5,70,50,NORMAL
75,72,68,91,88,75,40,87,90,64,5,70,50,NORMAL
84,72,56,91,88,93,24,87,90,75,5,55,50,NORMAL
84,72,61,91,88,93,8,87,90,75,5,49,50,NORMAL
84,51,68,91,98,93,40,87,90,75,0,70,50,NORMAL
67,92,68,91,73,93,40,87,90,75,27,70,50,WARNING
90,72,74,91,88,93,55,87,90,65,5,70,50,NORMAL
84,56,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,95,100,91,88,93,40,87,67,75,10,70,81,CRITICAL
84,72,45,91,88,93,0,87,90,75,5,50,50,NORMAL
84,69,68,91,90,93,40,87,90,75,5,70,50,NORMAL
84,36,68,91,100,93,40,87,90,75,0,70,50,NORMAL
83,72,68,91,88,90,40,87,90,72,5,70,50,NORMAL
59,72,68,91,88,47,40,87,90,46,5,70,50,NORMAL
53,91,68,91,69,93,40,87,90,75,35,70,50,WARNING
73,86,68,91,78,93,40,87,90,75,20,70,50,WARNING
75,72,68,91,88,70,40,87,90,55,5,70,50,NORMAL
84,72,57,91,88,93,16,87,90,75,5,46,50,NORMAL
84,72,55,91,88,93,20,87,90,75,5,54,50,NORMAL
100,72,82,91,88,93,86,87,90,45,5,70,60,WARNING
84,72,60,91,88,93,11,87,90,75,5,45,50,NORMAL
81,78,68,91,83,93,40,87,90,75,11,70,50,NORMAL
88,72,73,91,88,93,46,87,90,71,5,70,50,NORMAL
69,72,68,91,88,53,40,87,90,58,5,70,50,NORMAL
57,72,68,91,88,43,40,87,90,34,5,70,50,NORMAL
84,72,66,91,88,93,38,87,90,75,5,69,50,NORMAL
82,75,68,91,86,93,40,87,90,75,8,70,50,NORMAL
85,72,70,91,88,93,43,87,90,72,5,70,50,NORMAL
74,72,68,91,88,72,40,87,90,55,5,70,50,NORMAL
84,54,68,91,99,93,40,87,90,75,5,70,50,NORMAL
99,72,86,91,88,93,71,87,90,54,5,70,50,WARNING
84,69,68,91,91,93,40,87,90,75,5,70,50,NORMAL
98,72,82,91,88,93,89,87,90,36,5,70,60,WARNING
84,84,100,91,88,93,40,87,68,75,10,70,88,CRITICAL
84,73,72,91,88,93,40,87,88,75,5,70,52,NORMAL
84,96,100,91,88,93,40,87,76,75,10,70,70,CRITICAL
74,84,68,91,78,93,40,87,90,75,16,70,50,WARNING
84,65,68,91,95,93,40,87,90,75,2,70,50,NORMAL
84,76,83,91,88,93,40,87,81,75,5,70,61,WARNING
84,80,83,91,88,93,40,87,81,75,5,70,58,WARNING
83,76,68,91,85,93,40,87,90,75,8,70,50,NORMAL
84,72,47,91,88,93,8,87,90,75,5,44,50,NORMAL
64,90,68,91,73,93,40,87,90,75,23,70,50,WARNING
72,72,68,91,88,68,40,87,90,57,5,70,50,NORMAL
84,55,68,91,100,93,40,87,90,75,3,70,50,NORMAL
100,72,82,91,88,93,58,87,90,49,5,70,50,WARNING
95,72,76,91,88,93,56,87,90,64,5,70,50,NORMAL
84,72,55,91,88,93,17,87,90,75,5,51,50,NORMAL
84,76,77,91,88,93,40,87,85,75,5,70,55,NORMAL
84,82,85,91,88,93,40,87,78,75,10,70,70,CRITICAL
72,72,68,91,88,62,40,87,90,47,5,70,50,NORMAL
84,72,50,91,88,93,14,87,90,75,5,53,50,NORMAL
84,72,66,91,88,93,33,87,90,75,5,62,50,NORMAL
100,72,84,91,88,93,72,87,90,47,5,70,50,WARNING
72,96,68,91,74,93,40,87,90,75,17,70,50,WARNING
84,52,68,91,94,93,40,87,90,75,4,70,50,NORMAL
57,72,68,91,88,57,40,87,90,53,5,70,50,NORMAL
84,79,78,91,88,93,40,87,87,75,5,70,58,WARNING
84,72,54,91,88,93,14,87,90,75,5,56,50,NORMAL
68,93,68,91,75,93,40,87,90,75,19,70,50,WARNING
84,72,67,91,88,93,38,87,90,75,5,69,50,NORMAL
84,61,68,91,94,93,40,87,90,75,5,70,50,NORMAL
68,82,68,91,79,93,40,87,90,75,24,70,50,WARNING
84,55,68,91,100,93,40,87,90,75,5,70,50,NORMAL
84,82,99,91,88,93,40,87,75,75,10,70,76,CRITICAL
84,41,68,91,98,93,40,87,90,75,1,70,50,NORMAL
100,72,93,91,88,93,95,87,90,54,5,70,60,WARNING
72,72,68,91,88,66,40,87,90,56,5,70,50,NORMAL
52,72,68,91,88,51,40,87,90,43,5,70,50,NORMAL
61,93,68,91,72,93,40,87,90,75,28,70,50,WARNING
84,75,76,91,88,93,40,87,85,75,5,70,56,NORMAL
84,78,83,91,88,93,40,87,87,75,5,70,60,WARNING
65,93,68,91,63,93,40,87,90,75,25,70,50,WARNING
84,68,68,91,90,93,40,87,90,75,4,70,50,NORMAL
83,73,68,91,87,93,40,87,90,75,6,70,50,NORMAL
79,79,68,91,77,93,40,87,90,75,16,70,50,NORMAL
82,78,68,91,84,93,40,87,90,75,10,70,50,NORMAL
68,72,68,91,88,62,40,87,90,50,5,70,50,NORMAL
63,97,68,91,68,93,40,87,90,75,30,70,50,WARNING
84,85,89,91,88,93,40,87,79,75,10,70,73,CRITICAL
100,72,84,91,88,93,79,87,90,51,5,70,50,WARNING
78,83,68,91,73,93,40,87,90,75,16,70,50,WARNING
84,77,86,91,88,93,40,87,83,75,5,70,58,WARNING
73,72,68,91,88,75,40,87,90,53,5,70,50,NORMAL
84,43,68,91,100,93,40,87,90,75,0,70,50,NORMAL
54,100,68,91,64,93,40,87,90,75,32,70,50,WARNING
80,77,68,91,85,93,40,87,90,75,9,70,50,NORMAL
84,72,49,91,88,93,14,87,90,75,5,46,50,NORMAL
84,72,65,91,88,93,27,87,90,75,5,59,50,NORMAL
64,72,68,91,88,56,40,87,90,48,5,70,50,NORMAL
84,65,68,91,90,93,40,87,90,75,5,70,50,NORMAL
84,57,68,91,94,93,40,87,90,75,5,70,50,NORMAL
88,72,73,91,88,93,48,87,90,70,5,70,50,NORMAL
84,90,100,91,88,93,40,87,80,75,10,70,77,CRITICAL
84,60,68,91,98,93,40,87,90,75,4,70,50,NORMAL
84,44,68,91,98,93,40,87,90,75,0,70,50,NORMAL
100,72,92,91,88,93,76,87,90,47,5,70,50,WARNING
84,74,71,91,88,93,40,87,87,75,5,70,52,NORMAL
77,72,68,91,88,69,40,87,90,55,5,70,50,NORMAL
80,80,68,91,79,93,40,87,90,75,12,70,50,NORMAL
60,91,68,91,64,93,40,87,90,75,27,70,50,WARNING
50,72,68,91,88,23,40,87,90,45,5,70,50,WARNING
58,94,68,91,61,93,40,87,90,75,37,70,50,WARNING
84,72,58,91,88,93,10,87,90,75,5,51,50,NORMAL
67,83,68,91,81,93,40,87,90,75,21,70,50,WARNING
65,87,68,91,77,93,40,87,90,75,27,70,50,WARNING
79,72,68,91,88,81,40,87,90,69,5,70,50,NORMAL
100,72,82,91,88,93,62,87,90,49,5,70,50,WARNING
84,72,57,91,88,93,17,87,90,75,5,50,50,NORMAL
84,72,54,91,88,93,4,87,90,75,5,41,50,NORMAL
84,72,55,91,88,93,19,87,90,75,5,45,50,NORMAL
56,89,68,91,63,93,40,87,90,75,23,70,50,WARNING
84,77,90,91,88,93,40,87,86,75,5,70,64,WARNING
84,72,63,91,88,93,32,87,90,75,5,66,50,NORMAL
99,72,87,91,88,93,81,87,90,36,5,70,60,WARNING
79,85,68,91,80,93,40,87,90,75,16,70,50,WARNING
84,72,54,91,88,93,0,87,90,75,5,32,50,NORMAL
84,72,63,91,88,93,31,87,90,75,5,65,50,NORMAL
84,84,100,91,88,93,40,87,77,75,10,70,80,CRITICAL
84,72,63,91,88,93,27,87,90,75,5,63,50,NORMAL
72,72,68,91,88,76,40,87,90,62,5,70,50,NORMAL
84,72,54,91,88,93,19,87,90,75,5,43,50,NORMAL
84,72,54,91,88,93,14,87,90,75,5,52,50,NORMAL
100,72,82,91,88,93,71,87,90,36,5,70,50,WARNING
69,72,68,91,88,70,40,87,90,56,5,70,50,NORMAL
67,91,68,91,77,93,40,87,90,75,21,70,50,WARNING
84,61,68,91,94,93,40,87,90,75,3,70,50,NORMAL
55,72,68,91,88,48,40,87,90,40,5,70,50,NORMAL
72,72,68,91,88,68,40,87,90,55,5,70,50,NORMAL
84,72,52,91,88,93,0,87,90,75,5,49,50,NORMAL
84,47,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,73,73,91,88,93,40,87,88,75,5,70,52,NORMAL
84,72,65,91,88,93,33,87,90,75,5,65,50,NORMAL
76,85,68,91,81,93,40,87,90,75,17,70,50,WARNING
84,72,59,91,88,93,0,87,90,75,5,49,50,NORMAL
84,55,68,91,92,93,40,87,90,75,3,70,50,NORMAL
84,67,68,91,89,93,40,87,90,75,5,70,50,NORMAL
84,72,63,91,88,93,21,87,90,75,5,54,50,NORMAL
74,88,68,91,74,93,40,87,90,75,17,70,50,WARNING
57,98,68,91,72,93,40,87,90,75,32,70,50,WARNING
92,72,80,91,88,93,80,87,90,24,5,70,50,WARNING
84,65,68,91,92,93,40,87,90,75,4,70,50,NORMAL
84,65,68,91,98,93,40,87,90,75,3,70,50,NORMAL
77,72,68,91,88,79,40,87,90,64,5,70,50,NORMAL
78,72,68,91,88,79,40,87,90,60,5,70,50,NORMAL
84,72,66,91,88,93,37,87,90,75,5,66,50,NORMAL
80,72,68,91,88,87,40,87,90,72,5,70,50,NORMAL
84,72,57,91,88,93,11,87,90,75,5,51,50,NORMAL
84,89,100,91,88,93,40,87,81,75,10,70,73,CRITICAL
100,72,83,91,88,93,83,87,90,47,5,70,60,WARNING
70,72,68,91,88,68,40,87,90,57,5,70,50,NORMAL
67,89,68,91,72,93,40,87,90,75,25,70,50,WARNING
79,80,68,91,82,93,40,87,90,75,10,70,50,NORMAL
84,72,44,91,88,93,8,87,90,75,5,46,50,NORMAL
93,72,88,91,88,93,90,87,90,23,5,70,60,WARNING
84,59,68,91,99,93,40,87,90,75,2,70,50,NORMAL
98,72,79,91,88,93,56,87,90,61,5,70,50,NORMAL
65,86,68,91,78,93,40,87,90,75,23,70,50,WARNING
84,80,85,91,88,93,40,87,81,75,5,70,62,WARNING
91,72,75,91,88,93,57,87,90,64,5,70,50,NORMAL
69,81,68,91,81,93,40,87,90,75,21,70,50,WARNING
73,94,68,91,70,93,40,87,90,75,18,70,50,WARNING
84,50,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,72,45,91,88,93,3,87,90,75,5,51,50,NORMAL
84,91,100,91,88,93,40,87,63,75,10,70,81,CRITICAL
84,72,57,91,88,93,17,87,90,75,5,53,50,NORMAL
84,86,98,91,88,93,40,87,78,75,10,70,80,CRITICAL
100,72,84,91,88,93,72,87,90,43,5,70,50,WARNING
84,81,100,91,88,93,40,87,82,75,10,70,79,CRITICAL
88,72,72,91,88,93,51,87,90,65,5,70,50,NORMAL
84,42,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,72,60,91,88,93,30,87,90,75,5,60,50,NORMAL
84,90,100,91,88,93,40,87,60,75,10,70,74,CRITICAL
84,42,68,91,100,93,40,87,90,75,4,70,50,NORMAL
84,66,68,91,93,93,40,87,90,75,4,70,50,NORMAL
72,72,68,91,88,64,40,87,90,55,5,70,50,NORMAL
84,46,68,91,100,93,40,87,90,75,4,70,50,NORMAL
84,59,68,91,96,93,40,87,90,75,2,70,50,NORMAL
83,75,68,91,86,93,40,87,90,75,6,70,50,NORMAL
70,72,68,91,88,57,40,87,90,54,5,70,50,NORMAL
84,34,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,72,52,91,88,93,13,87,90,75,5,45,50,NORMAL
84,72,67,91,88,93,38,87,90,75,5,69,50,NORMAL
73,97,68,91,65,93,40,87,90,75,19,70,50,WARNING
65,72,68,91,88,59,40,87,90,58,5,70,50,NORMAL
84,89,100,91,88,93,40,87,65,75,10,70,81,CRITICAL
84,55,68,91,96,93,40,87,90,75,4,70,50,NORMAL
65,72,68,91,88,58,40,87,90,47,5,70,50,NORMAL
86,72,69,91,88,93,44,87,90,73,5,70,50,NORMAL
100,72,84,91,88,93,72,87,90,43,5,70,50,WARNING
84,63,68,91,93,93,40,87,90,75,4,70,50,NORMAL
84,72,59,91,88,93,18,87,90,75,5,53,50,NORMAL
84,82,99,91,88,93,40,87,81,75,10,70,68,CRITICAL
34,72,68,91,88,41,40,87,90,15,5,70,50,WARNING
84,72,64,91,88,93,33,87,90,75,5,62,50,NORMAL
82,77,68,91,81,93,40,87,90,75,10,70,50,NORMAL
100,72,80,91,88,93,84,87,90,33,5,70,60,NORMAL
78,80,68,91,84,93,40,87,90,75,13,70,50,NORMAL
84,75,76,91,88,93,40,87,86,75,5,70,54,NORMAL
56,97,68,91,74,93,40,87,90,75,26,70,50,WARNING
74,72,68,91,88,66,40,87,90,49,5,70,50,NORMAL
91,72,74,91,88,93,55,87,90,65,5,70,50,NORMAL
84,72,65,91,88,93,30,87,90,75,5,61,50,NORMAL
100,72,82,91,88,93,84,87,90,49,5,70,60,WARNING
84,72,52,91,88,93,6,87,90,75,5,52,50,NORMAL
84,72,61,91,88,93,31,87,90,75,5,62,50,NORMAL
84,72,60,91,88,93,15,87,90,75,5,49,50,NORMAL
62,86,68,91,71,93,40,87,90,75,29,70,50,WARNING
89,72,71,91,88,93,48,87,90,64,5,70,50,NORMAL
84,77,81,91,88,93,40,87,82,75,5,70,63,WARNING
84,49,68,91,100,93,40,87,90,75,4,70,50,NORMAL
97,72,76,91,88,93,59,87,90,65,5,70,50,NORMAL
47,72,68,91,88,26,40,87,90,44,5,70,50,WARNING
84,72,59,91,88,93,16,87,90,75,5,54,50,NORMAL
84,72,44,91,88,93,4,87,90,75,5,42,50,NORMAL
77,79,68,91,80,93,40,87,90,75,8,70,50,NORMAL
84,89,99,91,88,93,40,87,83,75,10,70,70,CRITICAL
82,72,68,91,88,89,40,87,90,73,5,70,50,NORMAL
76,87,68,91,80,93,40,87,90,75,16,70,50,WARNING
84,40,68,91,100,93,40,87,90,75,3,70,50,NORMAL
84,83,97,91,88,93,40,87,71,75,10,70,67,CRITICAL
88,72,72,91,88,93,47,87,90,65,5,70,50,NORMAL
50,72,68,91,88,42,40,87,90,41,5,70,50,NORMAL
97,72,84,91,88,93,88,87,90,25,5,70,60,WARNING
84,35,68,91,100,93,40,87,90,75,1,70,50,NORMAL
84,60,68,91,94,93,40,87,90,75,2,70,50,NORMAL
83,72,68,91,88,90,40,87,90,73,5,70,50,NORMAL
96,72,90,91,88,93,88,87,90,45,5,70,60,WARNING
77,72,68,91,88,77,40,87,90,67,5,70,50,NORMAL
83,77,68,91,86,93,40,87,90,75,9,70,50,NORMAL
84,52,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,77,85,91,88,93,40,87,85,75,5,70,58,WARNING
84,81,96,91,88,93,40,87,74,75,10,70,63,CRITICAL
84,72,56,91,88,93,21,87,90,75,5,60,50,NORMAL
58,90,68,91,67,93,40,87,90,75,25,70,50,WARNING
84,77,79,91,88,93,40,87,88,75,5,70,57,WARNING
84,41,68,91,100,93,40,87,90,75,0,70,50,NORMAL
63,90,68,91,78,93,40,87,90,75,25,70,50,WARNING
70,72,68,91,88,74,40,87,90,58,5,70,50,NORMAL
81,84,68,91,81,93,40,87,90,75,19,70,50,WARNING
76,72,68,91,88,76,40,87,90,64,5,70,50,NORMAL
84,68,68,91,89,93,40,87,90,75,5,70,50,NORMAL
71,72,68,91,88,73,40,87,90,53,5,70,50,NORMAL
66,89,68,91,77,93,40,87,90,75,27,70,50,WARNING
100,72,92,91,88,93,84,87,90,49,5,70,60,WARNING
60,72,68,91,88,40,40,87,90,50,5,70,50,NORMAL
73,72,68,91,88,67,40,87,90,52,5,70,50,NORMAL
84,76,87,91,88,93,40,87,79,75,5,70,57,WARNING
84,81,85,91,88,93,40,87,78,75,10,70,66,CRITICAL
84,68,68,91,91,93,40,87,90,75,4,70,50,NORMAL
84,81,81,91,88,93,40,87,85,75,10,70,64,CRITICAL
88,72,72,91,88,93,50,87,90,64,5,70,50,NORMAL
81,75,68,91,86,93,40,87,90,75,8,70,50,NORMAL
69,72,68,91,88,72,40,87,90,61,5,70,50,NORMAL
84,59,68,91,100,93,40,87,90,75,0,70,50,NORMAL
80,72,68,91,88,84,40,87,90,69,5,70,50,NORMAL
84,72,66,91,88,93,34,87,90,75,5,64,50,NORMAL
81,80,68,91,83,93,40,87,90,75,7,70,50,NORMAL
84,72,67,91,88,93,34,87,90,75,5,65,50,NORMAL
100,72,86,91,88,93,71,87,90,55,5,70,50,WARNING
75,72,68,91,88,73,40,87,90,55,5,70,50,NORMAL
84,50,68,91,99,93,40,87,90,75,4,70,50,NORMAL
84,49,68,91,97,93,40,87,90,75,4,70,50,NORMAL
84,72,56,91,88,93,18,87,90,75,5,57,50,NORMAL
84,83,93,91,88,93,40,87,78,75,10,70,63,CRITICAL
60,100,68,91,70,93,40,87,90,75,28,70,50,WARNING
77,87,68,91,81,93,40,87,90,75,18,70,50,WARNING
84,87,100,91,88,93,40,87,64,75,10,70,88,CRITICAL
84,72,57,91,88,93,0,87,90,75,5,37,50,NORMAL
84,54,68,91,100,93,40,87,90,75,2,70,50,NORMAL
80,77,68,91,84,93,40,87,90,75,7,70,50,NORMAL
84,74,68,91,86,93,40,87,90,75,6,70,50,NORMAL
100,72,79,91,88,93,68,87,90,33,5,70,50,NORMAL
84,72,60,91,88,93,21,87,90,75,5,54,50,NORMAL
84,73,71,91,88,93,40,87,88,75,5,70,52,NORMAL
100,72,80,91,88,93,76,87,90,44,5,70,50,NORMAL
84,81,97,91,88,93,40,87,73,75,10,70,67,CRITICAL
59,98,68,91,65,93,40,87,90,75,28,70,50,WARNING
84,85,92,91,88,93,40,87,77,75,10,70,64,CRITICAL
84,49,68,91,98,93,40,87,90,75,0,70,50,NORMAL
88,72,70,91,88,93,47,87,90,69,5,70,50,NORMAL
91,72,74,91,88,93,49,87,90,63,5,70,50,NORMAL
63,72,68,91,88,70,40,87,90,53,5,70,50,NORMAL
84,72,57,91,88,93,10,87,90,75,5,48,50,NORMAL
84,83,100,91,88,93,40,87,72,75,10,70,76,CRITICAL
84,74,72,91,88,93,40,87,87,75,5,70,53,NORMAL
100,72,80,91,88,93,100,87,90,55,5,70,60,WARNING
53,95,68,91,73,93,40,87,90,75,31,70,50,WARNING
